
consensus,chr3R-17815,2022-09-24 15:43:44.262445180,2022-09-24 15:43:44.274562837,1
consensus,chr3R-17815,2022-09-24 15:43:44.276863717,2022-09-24 15:43:44.288979421,2
consensus,chr3R-17815,2022-09-24 15:43:44.291243654,2022-09-24 15:43:44.303207729,3
consensus,chr3R-17815,2022-09-24 15:43:44.305221650,2022-09-24 15:43:44.316662409,4
consensus,chr3R-17815,2022-09-24 15:43:44.318612401,2022-09-24 15:43:44.330906590,5
consensus,chr3R-17815,2022-09-24 15:43:44.333037016,2022-09-24 15:43:44.343581013,6
consensus,chr3R-17815,2022-09-24 15:43:44.345318254,2022-09-24 15:43:44.355742546,7
consensus,chr3R-17815,2022-09-24 15:43:44.358885972,2022-09-24 15:43:44.369781345,8
consensus,chr3R-17815,2022-09-24 15:43:44.371504097,2022-09-24 15:43:44.383096063,9
consensus,chr3R-17815,2022-09-24 15:43:44.385041796,2022-09-24 15:43:44.396590885,10
consensus,chr3R-17815,2022-09-24 15:43:44.398527385,2022-09-24 15:43:44.409192733,11
consensus,chr3R-17815,2022-09-24 15:43:44.410986757,2022-09-24 15:43:44.421547903,12
consensus,chr3R-17815,2022-09-24 15:43:44.423383443,2022-09-24 15:43:44.433795489,13
consensus,chr3R-17815,2022-09-24 15:43:44.435556243,2022-09-24 15:43:44.446227259,14
consensus,chr3R-17815,2022-09-24 15:43:44.447812392,2022-09-24 15:43:44.458668021,15
consensus,chr3R-17815,2022-09-24 15:43:44.460274032,2022-09-24 15:43:44.470905450,16
consensus,chr3R-17815,2022-09-24 15:43:44.472608184,2022-09-24 15:43:44.482685956,17
consensus,chr3R-17815,2022-09-24 15:43:44.484372418,2022-09-24 15:43:44.495758152,18
consensus,chr3R-17815,2022-09-24 15:43:44.497450969,2022-09-24 15:43:44.507861268,19
consensus,chr3R-17815,2022-09-24 15:43:44.509933066,2022-09-24 15:43:44.520879782,20
consensus,chr3R-17815,2022-09-24 15:43:44.522560285,2022-09-24 15:43:44.533949931,21
consensus,chr3R-17815,2022-09-24 15:43:44.535770597,2022-09-24 15:43:44.546904621,22
consensus,chr3R-17815,2022-09-24 15:43:44.548536719,2022-09-24 15:43:44.559708345,23
consensus,chr3R-17815,2022-09-24 15:43:44.561402335,2022-09-24 15:43:44.572108067,24
consensus,chr3R-17815,2022-09-24 15:43:44.574001693,2022-09-24 15:43:44.585025571,25
consensus,chr3R-17815,2022-09-24 15:43:44.586673903,2022-09-24 15:43:44.597307913,26
consensus,chr3R-17815,2022-09-24 15:43:44.599199599,2022-09-24 15:43:44.609666675,27
consensus,chr3R-17815,2022-09-24 15:43:44.611499259,2022-09-24 15:43:44.621496481,28
consensus,chr3R-17815,2022-09-24 15:43:44.623377612,2022-09-24 15:43:44.633311641,29
consensus,chr3R-17815,2022-09-24 15:43:44.635062598,2022-09-24 15:43:44.645281921,30
consensus,chr3R-35630,2022-09-24 15:43:44.646998122,2022-09-24 15:43:44.657032697,1
consensus,chr3R-35630,2022-09-24 15:43:44.658635589,2022-09-24 15:43:44.669580220,2
consensus,chr3R-35630,2022-09-24 15:43:44.671362015,2022-09-24 15:43:44.682535908,3
consensus,chr3R-35630,2022-09-24 15:43:44.684251223,2022-09-24 15:43:44.695484897,4
consensus,chr3R-35630,2022-09-24 15:43:44.697211724,2022-09-24 15:43:44.708381839,5
consensus,chr3R-35630,2022-09-24 15:43:44.710143069,2022-09-24 15:43:44.721181982,6
consensus,chr3R-35630,2022-09-24 15:43:44.722862423,2022-09-24 15:43:44.734246131,7
consensus,chr3R-35630,2022-09-24 15:43:44.735982751,2022-09-24 15:43:44.746205650,8
consensus,chr3R-35630,2022-09-24 15:43:44.747814180,2022-09-24 15:43:44.760194705,9
consensus,chr3R-35630,2022-09-24 15:43:44.761862124,2022-09-24 15:43:44.773829063,10
consensus,chr3R-35630,2022-09-24 15:43:44.775700514,2022-09-24 15:43:44.788515296,11
consensus,chr3R-35630,2022-09-24 15:43:44.791902760,2022-09-24 15:43:44.802334855,12
consensus,chr3R-35630,2022-09-24 15:43:44.804278628,2022-09-24 15:43:44.814776774,13
consensus,chr3R-35630,2022-09-24 15:43:44.816484105,2022-09-24 15:43:44.827425912,14
consensus,chr3R-35630,2022-09-24 15:43:44.829311881,2022-09-24 15:43:44.839585945,15
consensus,chr3R-35630,2022-09-24 15:43:44.841264896,2022-09-24 15:43:44.851479136,16
consensus,chr3R-35630,2022-09-24 15:43:44.853140370,2022-09-24 15:43:44.863199308,17
consensus,chr3R-35630,2022-09-24 15:43:44.864872842,2022-09-24 15:43:44.877896470,18
consensus,chr3R-35630,2022-09-24 15:43:44.879678376,2022-09-24 15:43:44.891261214,19
consensus,chr3R-35630,2022-09-24 15:43:44.893166833,2022-09-24 15:43:44.903728523,20
consensus,chr3R-35630,2022-09-24 15:43:44.905631398,2022-09-24 15:43:44.917034675,21
consensus,chr3R-35630,2022-09-24 15:43:44.918828380,2022-09-24 15:43:44.930349028,22
consensus,chr3R-35630,2022-09-24 15:43:44.931984757,2022-09-24 15:43:44.943390658,23
consensus,chr3R-35630,2022-09-24 15:43:44.945119556,2022-09-24 15:43:44.956361676,24
consensus,chr3R-35630,2022-09-24 15:43:44.958081281,2022-09-24 15:43:44.969140765,25
consensus,chr3R-35630,2022-09-24 15:43:44.970756577,2022-09-24 15:43:44.982111274,26
consensus,chr3R-35630,2022-09-24 15:43:44.984352579,2022-09-24 15:43:44.995903871,27
consensus,chr3R-35630,2022-09-24 15:43:44.997576321,2022-09-24 15:43:45.008788755,28
consensus,chr3R-35630,2022-09-24 15:43:45.011003995,2022-09-24 15:43:45.023575710,29
consensus,chr3R-35630,2022-09-24 15:43:45.025335845,2022-09-24 15:43:45.035504551,30
consensus,chr3R-53445,2022-09-24 15:43:45.037178862,2022-09-24 15:43:45.048433476,1
consensus,chr3R-53445,2022-09-24 15:43:45.050120032,2022-09-24 15:43:45.061546373,2
consensus,chr3R-53445,2022-09-24 15:43:45.063251564,2022-09-24 15:43:45.074578861,3
consensus,chr3R-53445,2022-09-24 15:43:45.076318362,2022-09-24 15:43:45.088135441,4
consensus,chr3R-53445,2022-09-24 15:43:45.089975279,2022-09-24 15:43:45.103099430,5
consensus,chr3R-53445,2022-09-24 15:43:45.104760917,2022-09-24 15:43:45.116017383,6
consensus,chr3R-53445,2022-09-24 15:43:45.117837081,2022-09-24 15:43:45.129431976,7
consensus,chr3R-53445,2022-09-24 15:43:45.131639172,2022-09-24 15:43:45.143825474,8
consensus,chr3R-53445,2022-09-24 15:43:45.145428094,2022-09-24 15:43:45.156720030,9
consensus,chr3R-53445,2022-09-24 15:43:45.158522096,2022-09-24 15:43:45.171551761,10
consensus,chr3R-53445,2022-09-24 15:43:45.173382512,2022-09-24 15:43:45.185227695,11
consensus,chr3R-53445,2022-09-24 15:43:45.186931153,2022-09-24 15:43:45.200023041,12
consensus,chr3R-53445,2022-09-24 15:43:45.201873642,2022-09-24 15:43:45.213992856,13
consensus,chr3R-53445,2022-09-24 15:43:45.215759688,2022-09-24 15:43:45.227671279,14
consensus,chr3R-53445,2022-09-24 15:43:45.229433689,2022-09-24 15:43:45.240448251,15
consensus,chr3R-53445,2022-09-24 15:43:45.242298757,2022-09-24 15:43:45.253567561,16
consensus,chr3R-53445,2022-09-24 15:43:45.255339904,2022-09-24 15:43:45.266641691,17
consensus,chr3R-53445,2022-09-24 15:43:45.268501940,2022-09-24 15:43:45.280464909,18
consensus,chr3R-53445,2022-09-24 15:43:45.282265986,2022-09-24 15:43:45.293868252,19
consensus,chr3R-53445,2022-09-24 15:43:45.295622917,2022-09-24 15:43:45.308046886,20
consensus,chr3R-53445,2022-09-24 15:43:45.309955622,2022-09-24 15:43:45.321921085,21
consensus,chr3R-53445,2022-09-24 15:43:45.323744014,2022-09-24 15:43:45.335860143,22
consensus,chr3R-53445,2022-09-24 15:43:45.337538495,2022-09-24 15:43:45.349058949,23
consensus,chr3R-53445,2022-09-24 15:43:45.350732730,2022-09-24 15:43:45.362122170,24
consensus,chr3R-53445,2022-09-24 15:43:45.363806077,2022-09-24 15:43:45.377517346,25
consensus,chr3R-53445,2022-09-24 15:43:45.379562149,2022-09-24 15:43:45.392786986,26
consensus,chr3R-53445,2022-09-24 15:43:45.394558277,2022-09-24 15:43:45.406748686,27
consensus,chr3R-53445,2022-09-24 15:43:45.408398817,2022-09-24 15:43:45.419851534,28
consensus,chr3R-53445,2022-09-24 15:43:45.421533919,2022-09-24 15:43:45.432748850,29
consensus,chr3R-53445,2022-09-24 15:43:45.434323256,2022-09-24 15:43:45.445440030,30
consensus,chr3R-71260,2022-09-24 15:43:45.447100366,2022-09-24 15:43:45.458951531,1
consensus,chr3R-71260,2022-09-24 15:43:45.460655876,2022-09-24 15:43:45.471773632,2
consensus,chr3R-71260,2022-09-24 15:43:45.473786363,2022-09-24 15:43:45.485102045,3
consensus,chr3R-71260,2022-09-24 15:43:45.486817363,2022-09-24 15:43:45.498396626,4
consensus,chr3R-71260,2022-09-24 15:43:45.500034143,2022-09-24 15:43:45.510648491,5
consensus,chr3R-71260,2022-09-24 15:43:45.512357107,2022-09-24 15:43:45.524041985,6
consensus,chr3R-71260,2022-09-24 15:43:45.525784971,2022-09-24 15:43:45.536965395,7
consensus,chr3R-71260,2022-09-24 15:43:45.538844033,2022-09-24 15:43:45.550307105,8
consensus,chr3R-71260,2022-09-24 15:43:45.552131462,2022-09-24 15:43:45.563746995,9
consensus,chr3R-71260,2022-09-24 15:43:45.565330753,2022-09-24 15:43:45.576910170,10
consensus,chr3R-71260,2022-09-24 15:43:45.578493303,2022-09-24 15:43:45.589551172,11
consensus,chr3R-71260,2022-09-24 15:43:45.591251421,2022-09-24 15:43:45.602944874,12
consensus,chr3R-71260,2022-09-24 15:43:45.604617165,2022-09-24 15:43:45.615926239,13
consensus,chr3R-71260,2022-09-24 15:43:45.617548618,2022-09-24 15:43:45.629112887,14
consensus,chr3R-71260,2022-09-24 15:43:45.630775725,2022-09-24 15:43:45.642376159,15
consensus,chr3R-71260,2022-09-24 15:43:45.643939645,2022-09-24 15:43:45.655069161,16
consensus,chr3R-71260,2022-09-24 15:43:45.656838701,2022-09-24 15:43:45.668445741,17
consensus,chr3R-71260,2022-09-24 15:43:45.670019905,2022-09-24 15:43:45.681164512,18
consensus,chr3R-71260,2022-09-24 15:43:45.682958051,2022-09-24 15:43:45.695073793,19
consensus,chr3R-71260,2022-09-24 15:43:45.697171826,2022-09-24 15:43:45.708672350,20
consensus,chr3R-71260,2022-09-24 15:43:45.710456596,2022-09-24 15:43:45.721800306,21
consensus,chr3R-71260,2022-09-24 15:43:45.723460139,2022-09-24 15:43:45.733932824,22
consensus,chr3R-71260,2022-09-24 15:43:45.735615106,2022-09-24 15:43:45.746926349,23
consensus,chr3R-71260,2022-09-24 15:43:45.748667538,2022-09-24 15:43:45.761366444,24
consensus,chr3R-71260,2022-09-24 15:43:45.763082785,2022-09-24 15:43:45.776540742,25
consensus,chr3R-71260,2022-09-24 15:43:45.778480454,2022-09-24 15:43:45.790828561,26
consensus,chr3R-71260,2022-09-24 15:43:45.792540730,2022-09-24 15:43:45.805340926,27
consensus,chr3R-71260,2022-09-24 15:43:45.807219335,2022-09-24 15:43:45.818924448,28
consensus,chr3R-71260,2022-09-24 15:43:45.820583854,2022-09-24 15:43:45.831812816,29
consensus,chr3R-71260,2022-09-24 15:43:45.834060295,2022-09-24 15:43:45.847170105,30
consensus,chr3R-89075,2022-09-24 15:43:45.849037959,2022-09-24 15:43:45.862003329,1
consensus,chr3R-89075,2022-09-24 15:43:45.863744755,2022-09-24 15:43:45.876143231,2
consensus,chr3R-89075,2022-09-24 15:43:45.877762133,2022-09-24 15:43:45.890230105,3
consensus,chr3R-89075,2022-09-24 15:43:45.891911120,2022-09-24 15:43:45.903420641,4
consensus,chr3R-89075,2022-09-24 15:43:45.905106959,2022-09-24 15:43:45.917417518,5
consensus,chr3R-89075,2022-09-24 15:43:45.919135553,2022-09-24 15:43:45.931279154,6
consensus,chr3R-89075,2022-09-24 15:43:45.932991991,2022-09-24 15:43:45.945335354,7
consensus,chr3R-89075,2022-09-24 15:43:45.946913861,2022-09-24 15:43:45.959066697,8
consensus,chr3R-89075,2022-09-24 15:43:45.960700520,2022-09-24 15:43:45.972376940,9
consensus,chr3R-89075,2022-09-24 15:43:45.973970722,2022-09-24 15:43:45.985478295,10
consensus,chr3R-89075,2022-09-24 15:43:45.987052920,2022-09-24 15:43:45.998660501,11
consensus,chr3R-89075,2022-09-24 15:43:46.000314046,2022-09-24 15:43:46.011679878,12
consensus,chr3R-89075,2022-09-24 15:43:46.013376720,2022-09-24 15:43:46.025827111,13
consensus,chr3R-89075,2022-09-24 15:43:46.027838114,2022-09-24 15:43:46.039726523,14
